SECTEUR,SOUS-SECTEUR,CIBLE,AGE-MIN,AGE-MAX,NOM,ADRESSE,LATITUDE,LONGITUDE,MAIL,TELEPHONE,LIEN
309,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,CAPESTANG (34310) : CCAS DE CAPESTANG,Mairie 34310 CAPESTANG,43.328258500000004,3.043313,,04 67 93 30 05,
310,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,CASTELNAU LE LEZ (34170) : CCAS DE CASTELNAU-LE-LEZ,2 RUE DE LA CROUZETTE 34170 CASTELNAU LE LEZ,43.632678000000006,3.8980111000000006,,04 67 14 27 28,
311,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,CLERMONT L HERAULT (34800) : CCAS CLERMONT L'HERAULT,PLACE DE LA MAIRIE 34800 CLERMONT L HERAULT,43.6274737,3.429669,,04 67 88 87 18,
312,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,FRONTIGNAN (34110) : CCAS DE FRONTIGNAN,12 AVENUE JEAN MOULIN 34110 FRONTIGNAN,43.447523600000004,3.7497974999999997,,04 67 18 50 03,
313,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,GIGNAC (34150) : CCAS GIGNAC,MAIRIE PLACE DE L'ANCIENNE GENDARMERIE 34150 GIGNAC,43.6530197,3.5511947,,04 67 57 50 02,
314,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,LAURENS (34480) : CCAS DE LAURENS,1 RUE DU CHÂTEAU 34480 LAURENS,43.5239474,3.1967846,,04 67 90 28 02,
315,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,LE POUGET (34230) : CCAS LE POUGET,Mairie 34230 LE POUGET,43.5909526,3.5254828000000002,,04 67 96 71 09,
316,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,LODEVE (34700) : CCAS DE LODEVE,Mairie 34700 LODEVE,43.732470299999996,3.3172596,,04 67 44 00 17,
317,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,MARAUSSAN (34370) : CCAS DE MARAUSSAN,CCAS DE MARAUSSAN 34370 MARAUSSAN,43.3689555,3.1552606,,04 67 90 09 20,
318,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,MEZE (34140) : CCAS MEZE,MAIRIE PLACE MASSAL 34140 MEZE,43.425594700000005,3.6070267,,04 67 43 60 67,
319,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,MONTAGNAC (34530) : CCAS MONTAGNAC,6 PLACE EMILE COMBES 34530 MONTAGNAC,43.4800635,3.4840008,,04 67 49 86 86,
320,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,MONTPELLIER (34000) : CCAS MONTPELLIER,CCAS MONTPELLIER 125 PLACE DE THERMIDOR BP 9511 34000 MONTPELLIER,43.6021369,3.8991452000000004,,04 99 52 77 00,
321,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,MURVIEL LES BEZIERS (34490) : CCAS MURVIEL LES BEZIERS,CCAS MURVIEL LES BEZIERS MAIRIE PLACE GEORGES CLEMENCEAU 34490 MURVIEL LES BEZIERS,43.4399282,3.1436333,,,
322,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,NEZIGNAN L EVEQUE (34120) : CCAS NEZIGNAN L'EVEQUE,MAIRIE AVENUE TOURBES 34120 NEZIGNAN L EVEQUE,43.4221707,3.4063998,,,
323,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,PAULHAN (34230) : CCAS PAULHAN,CCAS PAULHAN MAIRIE 19 COUR NATIONAL 34230 PAULHAN,43.539814299999996,3.4583468,,,
324,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,PEZENAS (34120) : CCAS PEZENAS,CCAS PEZENAS 6 RUE MASSILLON 34120 PEZENAS,43.459729100000004,3.4216633,,,
325,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,SAINT BAUZILLE DE LA SYLVE (34230) : CCAS ST BAUZILLE DE LA SYLVE,CCAS ST BAUZILLE DE LA SYLVE 34230 SAINT BAUZILLE DE LA SYLVE,43.616729,3.548027,,,
326,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,SAINT PARGOIRE (34230) : CCAS SAINT PARGOIRE,MAIRIE 34230 SAINT PARGOIRE,43.528019,3.518761,,,
327,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,SAINT THIBERY (34630) : CCAS SAINT THIBERY,CCAS SAINT THIBERY MAIRIE 34630 SAINT THIBERY,43.3898738,3.4044187000000004,,,
328,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,SERVIAN (34290) : CCAS SERVIAN,70 GRAND RUE 34290 SERVIAN,43.4271109,3.294973,,,
329,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,SETE (34200) : CCAS SETE,8 RUE GABRIEL PERI 34200 SETE,43.4053353,3.6957345999999998,,,
330,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,TEYRAN (34820) : CCAS TEYRAN,MAIRIE PLACE DE L'EGLISE 34820 TEYRAN,43.721696,3.92395,,,
331,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,THEZAN LES BEZIERS (34490) : CCAS THEZAN LES BEZIERS,CCAS THEZAN LES BEZIERS 34490 THEZAN LES BEZIERS,43.421409000000004,3.169755,,,
332,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,VENDRES (34350) : CCAS VENDRES,CCAS VENDRES 34350 VENDRES,43.269434999999994,3.225202,,,
333,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,VILLENEUVE LES BEZIERS (34420) : CCAS DE VILLENEUVE LES BEZIERS,1 RUE MARIANNE 34420 VILLENEUVE LES BEZIERS,43.320774,3.2841530000001002,,,
334,CENTRES COMMUNAUX D'ACTION SOCIALE,,,,,VILLENEUVE LES MAGUELONE (34750) : CCAS VILLENEUVE LES MAGUELONNE,CCAS VILLENEUVE LES MAGUELONNE BP 15 34750 VILLENEUVE LES MAGUELONE,43.532977,3.862019,,,
335,CULTURE,,,,,MAISONS POUR TOUS ,,,,,,https://www.montpellier.fr/3791-maisons-pour-tous.htm
336,ACTIVITÉS EN MILIEU ORDINAIRE,,,,,ACTIVITÉS  INCLUSION LOISIRS  ,,,,,,https://www.halte-pouce.fr/ressources/profitez-davantage-des-activites-en-milieu-ordinaire
337,SECTEUR SOCIAL,,,,,ANTENNES DE LA SOLIDARITÉ,,,,,,https://www.halte-pouce.fr/ressources/les-antennes-de-la-solidarite-pres-de-chez-vous
338,ASSOCIATIONS,FÉDÉRATION,,,,COMITÉ DE LIAISON,,,,,,https://clcph.fr/category/association/
339,ASSOCIATIONS,DANSE,,,,MANQUE PAS D'AIR,1 rue de Roussel - 34150 Puéchabon,43.7144213,3.6172120999999997,,06 37 08 97 67,https://www.halte-pouce.fr/ressources/lassociation-manque-pas-dair-accueille-la-difference
340,ASSOCIATIONS,NATURE,,,,CENTRE DE PLEINE NATURE,4 avenue du chemin neuf  34190SAINT-BAUZILLE-DE-PUTOIS,43.90496659999999,3.7374796000000003,,04 67 73 70 30,https://www.halte-pouce.fr/ressources/centre-de-pleine-nature-station-cevennes
341,ASSOCIATIONS,ESPACE JEUX,,,,SENSAS,,,,,06 18 78 37 40  ,https://www.halte-pouce.fr/ressources/sensas-un-lieu-unique-pour-mettre-vos-5-sens-a-lepreuve-en-famille-et-soutenir-halte-pouce
342,ASSOCIATIONS,AUTISME ASPERGER,,,,CAFÉ ATYPIE,,,,,,https://www.halte-pouce.fr/ressources/un-cafe-asperger-un-mardi-sur-deux-a-montpellier
343,ASSOCIATIONS,SURDITÉ,,,,SURDI 34,"57, rue Raymond-Dugrand 34000  MONTPELLIER",43.605138200000006,3.8995172,,07 87 63 49 69,https://www.surdi34.fr/
344,ASSOCIATIONS,NATATION,,,,SWIMMING COOL,,,,,06 09 08 06 87,https://www.halte-pouce.fr/ressources/Piscine-et-handicap-a-Montpellier
345,ASSOCIATIONS,RANDONNÉES,,,,M.O.H.I.C.A.N.S,,,,,06 99 77 80 39 ,https://www.halte-pouce.fr/ressources/Association-Mohicans
346,ASSOCIATIONS,LOISIRS ,,,,AU PAYS DES CARRIOLES,Mas Amadou - 34150 La Boissière,43.635174000000006,3.626126,,04 67 59 64 14,https://www.halte-pouce.fr/ressources/au-pays-des-carrioles-un-parc-de-loisirs-insolite-et-accessible-a-la-boissiere
347,ASSOCIATIONS,LOISIRS - RENCONTRE,,,,UN SOURIRE EN CHANTANT,,,,,06 09 38 13 50 ,https://www.halte-pouce.fr/ressources/lassociation-un-sourire-en-chantant
348,ASSOCIATIONS,ATELIERS,,,,SAUDADE,7 rue pages Montpellier 34000,43.6084729,3.8663852999999997,,06 21 70 41 63,https://www.halte-pouce.fr/ressources/association-saudade-des-ateliers-ouverts-a-toutes-les-differences
349,ASSOCIATIONS,ATELIERS,,,,ATELIERS ADAPTÉS,Maison des jeunes et de la culture de Teyran,43.682702000000006,3.925559,,06 81 21 69 09,https://www.halte-pouce.fr/ressources/ateliers-adaptes-tous-handicaps-a-teyran
350,ASSOCIATIONS,SPORTS,,,,HANDISPORT,67 rue des Razeteurs 34070 Montpellier,43.5956654,3.8842672999999994,,04 67 67 38 99,https://www.halte-pouce.fr/ressources/montpellier-club-handisport-mch-34-tous-faits-pour-le-sport
351,ASSOCIATIONS,ÂNES,,,,HANDI-ÂNE,"36, avenue J-B Dumas - 30100 ALES",44.1355499,4.0811652999999986,,06 65 64 85 40,https://www.halte-pouce.fr/ressources/balades-adaptees-a-dos-danes-association-handiane
352,ASSOCIATIONS,PARENTALITÉ,,,,PARENTALITÉ 34,260 rue du Puech Radier 34970 Lattes – Montpellier,43.578146000000004,3.8795703,,06 11 93 42 63,https://www.halte-pouce.fr/ressources/parentalite-34
353,ASSOCIATIONS,LOISIRS - RENCONTRES,,,,YARRIVAREM,"53 bis, rue Clément Mirabel - 34660 COURNONTERRAL",43.5578009,3.721584899999999,,,https://www.halte-pouce.fr/ressources/association-yarrivarem-34
354,ASSOCIATIONS,DANSE,,,,MOZAÏK,,,,,06 11 59 38 86,https://www.halte-pouce.fr/ressources/association-mozaik-danse
355,ASSOCIATIONS,DYS,,,,APEDYS,,,,,,https://www.halte-pouce.fr/ressources/association-apedys-herault-association-regionale-de-parents-denfants-et-dadultes-dyslexiques
356,ASSOCIATIONS,AUTISME,,,,PIC AUTISME,366 alllée du Haut Lirou - 34270 LE TRIADOU,,,,06 29 79 10 37,https://www.halte-pouce.fr/ressources/lassociation-pic-autisme-trisomie-dans-lherault
357,ASSOCIATIONS,LOISIRS - RANDONNÉES,,,,CARAVANE,19 rue Charles Sauvage - 34830 Jacou,,,asso-caravane@orange.fr,,https://www.halte-pouce.fr/ressources/association-caravane-34
358,ASSOCIATIONS,AUTISME,,,,OZ,16 Bd Joliot Curie - 34200 Sète,,,associationoz34@gmail.com,07 83 67 97 81,https://www.halte-pouce.fr/ressources/L-association-OZ-a-Sete
359,ASSOCIATIONS,ÂNES,,,,BEAU NEZ D'ÂNE,,,,contact@beaunezdane.com,06 03 35 10 02,https://www.halte-pouce.fr/ressources/association-beau-nez-dAne
360,ASSOCIATIONS,ÂNES,,,,TIT'ÂNE,"Aniane - Saint Guilhem le désert, sortie n ° 60 34 150 Gignac",,,ourcival.equitherapie@gmail.com,07 85 95 14 46,https://www.halte-pouce.fr/ressources/Equitherapie-a-gignac
361,ASSOCIATIONS,CIRQUE+1:1048576,,,,ZÉPÉTRA,153 rue Alphonse Beau De Rochas - 34 170 Castelnau le Lez,,,,04 86 11 11 25,https://www.halte-pouce.fr/ressources/des-cours-adaptes-de-cirque-avec-zepetra-a-castelnau-le-lez
362,ASSOCIATIONS,MUSIQUE,,,,MUSIKA,15 rue du Mas de Lemasson  RDCH 34070 Montpellier.,,,, 06 99 04 49 49,https://www.halte-pouce.fr/ressources/handi-musique-sur-montpellier-avec-musika
363,ASSOCIATIONS,MUSIQUE,,,,MUSIQUE & HANDICAP,,,,musique.handicaps.mediterranee@gmail.com,07.69.05.27.87,https://www.halte-pouce.fr/ressources/association-musique-et-handicaps-mediterranee-a-montpellier
364,ASSOCIATIONS,ÉQUITHÉRAPIE,,,,LES COLOMBIERS,Mas de Mazet - 34150 GIGNAC,,,,06 50 66 32 52,https://www.halte-pouce.fr/ressources/equitherapie-mediation-animale-a-gignac-34
365,ASSOCIATIONS,DYS,,,,DMF,,,,,,https://www.halte-pouce.fr/ressources/association-dyspraxique-mais-fantastique-34-dmf34
366,ASSOCIATIONS,ÉQUITHÉRAPIE,,,,POIL DE PAROLE,,,,poildeparole.fd@gmail.com,06 07 03 17 97,https://www.halte-pouce.fr/ressources/POIL-DE-PAROLE-Mediation-animale
367,ASSOCIATIONS,INSERTION JEUNES,,,,CAP 'A CITÉ,4 Avenue de l'École d'Agriculture Gabriel Buchet - 34000 Montpellier,,,,06 10 90 64 47/  09 84 48 54 28,https://www.halte-pouce.fr/ressources/Association-Cap-A-Cites-a
368,ASSOCIATIONS,RANDONNÉES,,,,HANDICAP ÉVASION,"10, rue du Général Mathieu Dumas - 34000 Montpellier",,,handicapevasion3034@gmail.com,04 67 68 30 38,https://www.halte-pouce.fr/ressources/Handicap-evasion-La-randonnee-pour
369,GÎITES ADAPTÉS,,,,,ÉVEIL & PARTAGE,3 rue des Coulmiers - 34620 Puisserguier,,,eveilpartage@sfr.fr,06 28 04 03 19,https://www.halte-pouce.fr/ressources/Eveil-et-partage-gites-de-vacances-pour-sejours-adaptes
370,GÎITES ADAPTÉS,,,,,JFJV,285 rue Gilles Roberval 30915 NÎMES Cedex 2,,,,04 66 26 91 94,https://www.halte-pouce.fr/ressources/vacances-adaptees-avec-lassociation-je-fais-ce-que-je-veux-jfjv
371,GÎITES ADAPTÉS,,,,,REGAINS,,,,,,https://www.halte-pouce.fr/ressources/association-regains-sejours-we-pour-adulte-handicapes-mentaux
372,SANTÉ,CONSULTATIONS,,,,HANDICONSULT 34,,,,,,https://www.halte-pouce.fr/ressources/acces-aux-soins-des-personnes-en-situation-de-handicap-handiconsult34
373,SANTÉ,ÉQUIPE RELAIS HANDICAPS RARES,,,,ERHR,14 rue Saint Vincent de Paul - 34090 Montpellier,,,,04 67 02 91 86,https://www.halte-pouce.fr/ressources/Equipe-relais-handicaps-rares
374,SANTÉ,RÉSEAU MALADIES RARES,,,,VADLR,"59, avenue de Fès (Bât C) 34080 Montpellier / Tramway ligne 1 - Malbosc",,,,04.67.57.05.59,https://www.halte-pouce.fr/ressources/RESEAU-MALADIES-RARES-MEDITERRANEE
375,SANTÉ,CENTRE RESSOURCE AUTISME,,,,CRA,,,,,,http://www.autisme-ressources-lr.fr/
376,SANTÉ,SEXUALITÉ,,,,APARSA,2 rue Pierre Boissier 34070 MONTPELLIER,,,,04 67 52 41 66,https://www.halte-pouce.fr/ressources/sexualite-handicap-association-aparsa
377,SANTÉ,MATÉRIELS ADAPTÉS,,,,L'ÉTAPE,615 Avenue de Montpellier 34970 LATTES,,,,04 67 22 47 40,https://www.halte-pouce.fr/ressources/letape-aides-techniques-et-perte-dautonomie
378,SANTÉ,AIDANTS,,,,LA PASQUIÈRE,7 Av. du Dr Pezet - 34090 Montpellier,,,,04 67 54 42 30,https://www.halte-pouce.fr/ressources/une-maison-daccueil-des-familles-de-malade-la-pasquiere
379,SANTÉ,AIDANTS,,,,CLOS DE LA FONTAINE,"65 Cours Libéral Bruant, 34080 Montpellier",,,,04 34 11 12 40,https://www.halte-pouce.fr/ressources/le-clos-de-la-fontaine-aide-aux-aidants
380,SANTÉ,CONSULTATION PSY - LSF,,,,GENEVIÈVE SANCHO,14 rue de la République 34070 Montpellier,,,,,https://www.halte-pouce.fr/ressources/psychologue-clinicienne-et-lsf-genevieve-sancho
381,ACCUEILS ALTERNATIFS,ÉCOLE & SESSAD PARENTS-THÈSE,,,,,"ZAC Clément ADER   20, rue des Frères Lumière - 34830 JACOU",,,,04 67 45 63 02,https://www.halte-pouce.fr/ressources/lecole-et-sessad-parents-these-a-jacou-34-specialisee-dans-les-ted
382,ACCUEILS ALTERNATIFS,AVENIR DES POSSIBLES,,,,,"73, rue Marx Dormoy - 34400 Lunel",,,,06.61.71.73.46,https://www.halte-pouce.fr/ressources/association-avenir-des-possibles-a-lunel-pour-les-autistes-par-les-autistes
383,ACCUEILS ALTERNATIFS,LES ATELIERS DE BENTENAC,,,,,Route des Cabanes - 34130 Mauguio,,,,04 67 29 52 45,https://www.halte-pouce.fr/ressources/Les-Ateliers-de-Bentenac
384,ACCUEILS ALTERNATIFS,ÉCOLE AMÉTHYSTE,,,,,"371 Avenue de l’Evêché de Maguelone, 34250 Palavas-les-Flots",,,,04 67 07 76 27,https://www.halte-pouce.fr/ressources/lecole-amethyste-une-ecole-privee-atypique-a-palavas-les-flots
385,ACCUEILS ALTERNATIFS,LES ENFANTS D'HÉLÈNE,,,,,,,,,,https://www.halte-pouce.fr/actualites/message-du-cesu-appel-a-la-solidarite-des-particuliers-employeurs
386,ACCUEILS ALTERNATIFS,COLOC'AUTISME,,,,,,,,,06 28 29 40 75,https://www.halte-pouce.fr/ressources/L-association-Col-Oc-Autisme
